growing_site_name,address,has_chicago,add_chicago,full_address,Latitude,Longitude,location,ward,community,district_n,ownership,growing_site_website,public_contact_info,facebook,evidence_of_support_organizations,is_growing_site_fenced,is_growing_site_locked,food_producing,compost_system,is_growing_site_dormant,other_support_organization,season_extension_techniques,structures_and_features,water,choose_growing_site_types,community_garden,if_it_s_a_community_garden_is_it_collective_or_allotment,neighborhood
UBAM Park,6200 S Central Ave  Chicago  IL 60638  USA,FALSE,,6200 S Central Ave  Chicago  IL 60638  USA,41.779749,-87.762152,"[41.779749,-87.762152]",13,CLEARING,11,NeighborSpace,,Robert Moynihan RJMoynihan@aol.com,,NeighborSpace,FALSE,FALSE,FALSE,,FALSE,UBAM,,,,Ornamental / Beautification,TRUE,,
True Nature Foods,6034 N Broadway St,TRUE,Chicago IL,6034 N Broadway St Chicago IL,41.9919518,-87.6606882,"[41.9919518,-87.6606882]",48,EDGEWATER,10,,http://www.truenaturefoods.com/greenroof.php,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm  Rooftop,FALSE,,
Lincoln Park,5301 N Sheridan Rd,TRUE,Chicago IL,5301 N Sheridan Rd Chicago IL,41.9787042,-87.6542907,"[41.9787042,-87.6542906999999]",48,EDGEWATER,10,Chicago Park District,http://www.chicagoparkdistrict.com/facilities/community-gardens/,,,,FALSE,FALSE,TRUE,,FALSE,,,Shed / Storage box,On site water source,Community Garden,,Allotment,
Senn Unity Garden,1519 W Thorndale Ave,TRUE,Chicago IL,1519 W Thorndale Ave Chicago IL,41.9896781,-87.6680511,"[41.9896781,-87.6680511]",48,EDGEWATER,10,Chicago Park District,http://www.chicagoparkdistrict.com/facilities/community-gardens/,,,,FALSE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area  Artwork / Sculptures  Covered Area  Information Kiosk,On site water source,Community Garden,,Allotment,
Thorndale Community Garden,1506 W Thorndale Ave,TRUE,Chicago IL,1506 W Thorndale Ave Chicago IL,41.990203,-87.667871,"[41.990203,-87.6678709999999]",48,EDGEWATER,10,Chicago Park District,http://www.chicagoparkdistrict.com/facilities/community-gardens/,,,,,,FALSE,,FALSE,,,,,Community Garden,,,
Vedgewater,6300 N Broadway St,TRUE,Chicago IL,6300 N Broadway St Chicago IL,41.9965243,-87.6608671,"[41.9965243,-87.6608670999999]",48,EDGEWATER,10,Private,www.petersongarden.org,,https://www.facebook.com/PetersonGardenProject?ref=br_tf,,TRUE,TRUE,TRUE,,FALSE,Peterson Garden Project  Loyola University Chicago,Cold Tunnel  Cloche,Compost System  Seating Area  Shed / Storage box  Artwork / Sculptures  Educational Signage,City Fire Hydrant  Irrigation System,Community Garden  Food Donation,,Allotment  Collective,
Loyola University Chicago  Institute of Environmental Sustainability Ecodome/Greenhouse Lab,6349 N Kenmore Ave  Chicago  IL 60660  USA,FALSE,,6349 N Kenmore Ave  Chicago  IL 60660  USA,41.9976513,-87.6566495,"[41.9976513,-87.6566495]",48,EDGEWATER,10,Private,http://www.luc.edu/sustainability/about/ourfacilities/,,https://m.facebook.com/LoyolaIES/,,,TRUE,TRUE,TRUE,FALSE,,Greenhouse  Cold Frame,Compost System  Farm Stand  Teaching Area  Water Management  Covered Area  Educational Signage  Electricity Outlet  Seating Area  Shed / Storage box  Washing Area / Sinks,Rain collection system ( rain barrels  cisterns)  Rain collection system ( rain barrels  cisterns)  On site water source,Urban Farm  Demo / Training / Program  Food Donation  School Garden  Urban Agriculture Organization,,,
Goudy Elementary School and Branch (William C.),5121 N Winthrop Ave Chicago IL,FALSE,,5121 N Winthrop Ave Chicago IL,41.9759937,-87.6575543,"[41.9759937,-87.6575543]",48,UPTOWN,10,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Hayt Elementary School Garden (Stephan K.),1518 W Granville Ave,TRUE,Chicago IL,1518 W Granville Ave Chicago IL,41.9947348,-87.668503,"[41.9947348,-87.668503]",48,EDGEWATER,10,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Pierce International Studies Elementary School (Helen),1423 W Bryn Mawr Ave Chicago IL,FALSE,,1423 W Bryn Mawr Ave Chicago IL,41.9830756,-87.6664354,"[41.9830756,-87.6664354]",48,EDGEWATER,10,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Senn Metropolitan High School (Nicholas),5900 N Glenwood Ave,TRUE,Chicago IL,5900 N Glenwood Ave Chicago IL,41.9889302,-87.6663926,"[41.9889302,-87.6663926]",48,EDGEWATER,10,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Uncommon Ground Organic Rooftop Farm,1401 W Devon Ave,TRUE,Chicago IL,1401 W Devon Ave Chicago IL,41.9979549,-87.6656264,"[41.9979549,-87.6656264]",48,EDGEWATER,10,Private,http://www.uncommonground.com/pages/organic_roof_top_farm_home/200.php,,https://www.facebook.com/UncommonGroundChicago?pnref=story,,,TRUE,TRUE,FALSE,FALSE,,,,On site water source,Urban Farm  Rooftop  Restaurant / Catering Garden  Ornamental / Beautification,FALSE,,
Edgewater Gateway,5700 N Ridge Ave  Chicago  IL  60660,FALSE,,5700 N Ridge Ave  Chicago  IL  60660,41.9857358,-87.6639335,"[41.9857358,-87.6639335]",48,EDGEWATER,10,NeighborSpace,,,https://www.facebook.com/Edgewater-Gateway-Garden-Volunteers-364939816967117/,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,On site water source,Ornamental / Beautification,,Collective,
Edgewater Gateway Garden,5671 N Ridge Ave  Chicago  IL 60660  USA,FALSE,,5671 N Ridge Ave  Chicago  IL 60660  USA,41.9853534,-87.6623261,"[41.9853534,-87.6623261]",48,EDGEWATER,10,NeighborSpace,http://neighbor-space.org/2012/06/23/edgewater-gateway/,edgewatergateway@gmail.com,https://www.facebook.com/pages/Edgewater-Gateway-Garden-Volunteers/364939816967117,NeighborSpace,FALSE,FALSE,FALSE,,FALSE,,,,,,,Collective,
Winthrop Harmony Arts Garden,4919 N Winthrop Ave  Chicago  IL 60640  USA,FALSE,,4919 N Winthrop Ave  Chicago  IL 60640  USA,41.9721186,-87.6574392,"[41.9721185999999,-87.6574392]",48,UPTOWN,10,NeighborSpace,,http://www.greenscenechicago.org/,,,,,,,,,,,,,,,
Kil-Parker Garden,4685 W Parker Ave  Chicago  IL 60639  USA,FALSE,,4685 W Parker Ave  Chicago  IL 60639  USA,41.9303878,-87.7440154,"[41.9303878,-87.7440154]",31,CHICAGO,8,NeighborSpace,,,https://www.facebook.com/ourhermosa/,,,,,,,,,,,,,,
Barry Elementary School (John),2828 N Kilbourn Ave,TRUE,Chicago IL,2828 N Kilbourn Ave Chicago IL,41.9325055,-87.7397302,"[41.9325055,-87.7397302]",31,CHICAGO,8,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Kelvyn Park High School Garden,4343 W Wrightwood Ave,TRUE,Chicago IL,4343 W Wrightwood Ave Chicago IL,41.927323,-87.7361914,"[41.927323,-87.7361914]",31,CHICAGO,8,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Ken-Well Park Harvest Garden,2945 N Kenosha Ave  Chicago  IL 60641  USA,FALSE,,2945 N Kenosha Ave  Chicago  IL 60641  USA,41.9348847,-87.7336717,"[41.9348847,-87.7336717]",31,CHICAGO,8,Chicago Park District,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,,,Teaching Area,On site water source,,FALSE,,
Kosciuszko Park Harvest Garden,2732 N Avers Ave  Chicago  IL 60647  USA,FALSE,,2732 N Avers Ave  Chicago  IL 60647  USA,41.930913,-87.7238228,"[41.930913,-87.7238228]",31,LOGAN SQUARE,8,Chicago Park District,,,,,FALSE,FALSE,TRUE,,FALSE,,,,On site water source,,FALSE,,
Chase Park,4701 N Ashland Ave,TRUE,Chicago IL,4701 N Ashland Ave Chicago IL,41.9679163,-87.6688604,"[41.9679163,-87.6688604]",47,UPTOWN,10,Chicago Park District,www.chicagoparkdistrict.com,,,,FALSE,FALSE,TRUE,,FALSE,,,Compost System  Handicap accessible bed,On site water source,Community Garden  Food Donation,,Allotment,
Lincoln Square Community Garden,4815 N Western Ave,TRUE,Chicago IL,4815 N Western Ave Chicago IL,41.9692592,-87.6885943,"[41.9692592,-87.6885942999999]",47,LINCOLN SQUARE,10,,,,https://www.facebook.com/pages/Lincoln-Square-Community-Garden/233047780045542,,TRUE,TRUE,TRUE,,FALSE,Lincoln Square Chamber of Commerce,,Compost System  Seating Area,Hose connected to private property,Community Garden  Ornamental / Beautification,,Allotment,
Montrose Green,1819 W Montrose Ave,TRUE,Chicago IL,1819 W Montrose Ave Chicago IL,41.9613914,-87.6754411,"[41.9613914,-87.6754411]",47,NORTH CENTER,12,,www.petersongarden.org,,https://www.facebook.com/PetersonGardenProject?ref=br_tf,,TRUE,FALSE,TRUE,,TRUE,Peterson Garden Project,,Seating Area  Seating Area  Seating Area  Seating Area  Shed / Storage box  Shed / Storage box  Shed / Storage box  Educational Signage  Educational Signage  Information Kiosk,On site water source,Community Garden  Food Donation,,Allotment  Collective,
Organic Faith Community,4300 N Hermitage Ave,TRUE,Chicago IL,4300 N Hermitage Ave Chicago IL,41.9599464,-87.6727125,"[41.9599464,-87.6727125]",47,LAKE VIEW,12,,http://www.ravenswoodpresbyterian.org/,Ravenswood Presbyterian Church (773) 281-8172,https://www.facebook.com/pages/Organic-Faith-Community-Garden/475174599218835,,TRUE,FALSE,TRUE,,FALSE,,,Compost System  Grill / Cooking Station  Seating Area  Shed / Storage box,On site water source  Rain collection system ( rain barrels  cisterns),Community Garden  Food Donation  Congregation Garden,,Collective,
Waters School and Community Garden,4540 N Campbell Ave,TRUE,Chicago IL,4540 N Campbell Ave Chicago IL,41.9643001,-87.6919563,"[41.9643001,-87.6919563]",47,LINCOLN SQUARE,12,Chicago Public Schools,watersecology.org,Pete Leki  Ecology Director  Jules Peterson-Green  Garden Volunteer Coordinator and film project director @ petelekisan@gmail.com,https://www.facebook.com/WatersEcology,Other,FALSE,FALSE,TRUE,TRUE,FALSE,Waters School,Cold Frame  Greenhouse,Water Management  Washing Area / Sinks  Shed / Storage box  Play Area  Information Kiosk  Grill / Cooking Station  Fire Pit  Electricity Outlet  Artwork / Scultptures  Teaching Area  Seating Area  Performance Area  Educational Signage,On site water source  Rain collection system ( rain barrels  cisterns),Food Donation  Community Garden  Demo / Training / Program  Ornamental / Beautification  Habitat / Conservation / Prairie  School Garden,TRUE,Allotment  Collective,
Coonley Elementary School (John C.),4046 N Leavitt,TRUE,Chicago IL,4046 N Leavitt Chicago IL,41.9554822,-87.6839294,"[41.9554822,-87.6839294]",47,NORTH CENTER,12,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Lake View High School Garden,4015 N Ashland Ave Chicago IL,FALSE,,4015 N Ashland Ave Chicago IL,41.9551713,-87.668517,"[41.9551713,-87.668517]",47,LAKE VIEW,10,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
MCPherson Elementary School (James B.),4728 N Wolcott,TRUE,Chicago IL,4728 N Wolcott Chicago IL,41.9684981,-87.676681,"[41.9684981,-87.676681]",47,LINCOLN SQUARE,10,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Ravenswood Elementary School,4332 N Paulina,TRUE,Chicago IL,4332 N Paulina Chicago IL,41.9611163,-87.6714407,"[41.9611163,-87.6714406999999]",47,LAKE VIEW,12,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Warner Park and Garden,1446 W Warner Ave  Chicago  IL 60613  USA,FALSE,,1446 W Warner Ave  Chicago  IL 60613  USA,41.9574697,-87.6662754,"[41.9574697,-87.6662753999999]",47,LAKE VIEW,10,NeighborSpace,http://neighbor-space.org/2011/05/20/warner-park-and-gardens/,Georgie Yost 773-929-0290 georgie.yost1@gmail.com,,NeighborSpace,,,FALSE,,FALSE,,,,,Ornamental / Beautification  Community Garden,TRUE,,
The River Path  managed by Riverbank Neighbors,the east bank of the Chicago River from Berteau to Pensacola (and a bit beyond)  Chicago 60618,FALSE,,the east bank of the Chicago River from Berteau to Pensacola (and a bit beyond)  Chicago 60618,41.88777628,-87.62295413,"[41.887776277527,-87.6229541328351]",47,NORTH CENTER,12,The land managed by Riverbank Neighbors is located on the traditional unceded homelands of the Council of the Three Fires: the Ojibwe  Odawa  and Potawatomi Nations. Many other tribes such as the Miami  Ho-Chunk  Menominee  Sac  and Fox also called this area home. The region has long been a center for Indigenous people to gather  trade  and maintain kinship ties. Today  one of the largest urban American Indian communities in the United States resides in Chicago. Members of this community continue to contribute to the life of this city and to celebrate their heritage  practice traditions  and care for the land and waterways. Riverbank Neighbors is the management group thru Neighborspace on MWRD property.,https://www.riverbankneighbors.org/,stewards@riverbankneighbors.org (please delete the phone number),https://www.facebook.com/riverbankneighbors,NeighborSpace,FALSE,FALSE,FALSE,FALSE,FALSE,http://neighbor-space.org,,Information Kiosk  Water Feature (ponds  fountain)  Educational Signage,On site water source,Habitat / Conservation / Prairie,FALSE,,
McPherson Learning Garden,4728 N Wolcott Ave  Chicago  IL 60640  USA,FALSE,,4728 N Wolcott Ave  Chicago  IL 60640  USA,41.9684981,-87.676681,"[41.9684981,-87.676681]",47,LINCOLN SQUARE,10,Chicago Public Schools,,Marianne Turk,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,Educational Signage  Educational Signage  Teaching Area,Irrigation System  Irrigation System  On site water source,Food Donation  Food Donation  School Garden,TRUE,Unclear,
Montrose Metra Community Gardens,4400 N Ravenswood Ave  Chicago  IL 60640  USA,FALSE,,4400 N Ravenswood Ave  Chicago  IL 60640  USA,41.9616111,-87.6743678,"[41.9616111,-87.6743678]",47,LINCOLN SQUARE,10,NeighborSpace,publicgood.com/org/neighborspace/donate/the-montrose-metra-community-gardens-mmcg,montrosemetragardens@gmail.com,facebook.com/montrosemetragardens,U of I Extension  U of I Extension  U of I Extension  NeighborSpace  NeighborSpace  OpenLands,TRUE,TRUE,TRUE,TRUE,FALSE,Vivant Gardening Services  The Hive Supply  Ravenswood Garden Club  Manor Garden Club  Common Pantry,,Shed / Storage box  Seating Area  Educational Signage,City Fire Hydrant  Rain collection system ( rain barrels  cisterns),Food Donation  Pantry  Community Garden  Demo / Training / Program  Ornamental / Beautification  Orchard,TRUE,Allotment,
,2228 W Leland Ave  Chicago  IL 60625  USA,FALSE,,2228 W Leland Ave  Chicago  IL 60625  USA,41.9670721,-87.6851819,"[41.9670721,-87.6851818999999]",47,LINCOLN SQUARE,10,Private,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,,,Compost System,Irrigation System,Urban Agriculture Organization,FALSE,,
Audubon Elementary School (John J.),3500 N Hoyne,TRUE,Chicago IL,3500 N Hoyne Chicago IL,41.9454489,-87.6816893,"[41.9454489,-87.6816893]",47,NORTH CENTER,12,,http://www.audubonelementary.org/apps/pages/index.jsp?uREC_ID=199256&type=d,,https://www.facebook.com/pages/Audubon-Organic-Garden-Project/404957542945511,,FALSE,FALSE,TRUE,FALSE,FALSE,,,,On site water source,School Garden  Ornamental / Beautification,TRUE,Unclear,
Bell Elementary School (Alexander Graham),3730 N Oakley,TRUE,Chicago IL,3730 N Oakley Chicago IL,41.9493524,-87.6867077,"[41.9493524,-87.6867077]",47,NORTH CENTER,12,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,,,,On site water source,School Garden  Habitat / Conservation / Prairie,FALSE,,
Hamilton Elementary School (Alexander),1650 West Cornelia Chicago IL,FALSE,,1650 West Cornelia Chicago IL,41.9454195,-87.6706346,"[41.9454195,-87.6706346]",47,LAKE VIEW,12,Chicago Public Schools,,,,The Kitchen Community,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Lane Technical College Prep High Schooll Garden (Albert G.),2501 W Addison St,TRUE,Chicago IL,2501 W Addison St Chicago IL,41.9454275,-87.6908353,"[41.9454275,-87.6908352999999]",47,NORTH CENTER,12,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Sandbox Organics,1916 W Waveland Ave  Chicago  IL 60613  USA,FALSE,,1916 W Waveland Ave  Chicago  IL 60613  USA,41.9489348,-87.6769326,"[41.9489348,-87.6769326]",47,NORTH CENTER,12,Private,http://sandboxorganics.com/,,https://www.facebook.com/sandboxorganics?ref=tn_tnmn,,TRUE,TRUE,TRUE,TRUE,FALSE,,,Shed / Storage box  Compost System  Artwork / Sculptures  Covered Area  Teaching Area  Washing Area / Sinks  Seating Area,,Demo / Training / Program  Demo / Training / Program  Urban Farm  Community Farm,FALSE,,
Dunning Community Garden,4300 N Narragansett Ave,TRUE,Chicago IL,4300 N Narragansett Ave Chicago IL,41.9589049,-87.7889672,"[41.9589049,-87.7889672]",38,DUNNING,9,NeighborSpace,http://neighbor-space.org/2013/07/15/dunning-community-garden/,,https://www.facebook.com/pages/Dunning-Community-Garden/289334171194445,,FALSE,FALSE,TRUE,,FALSE,,,Compost System  Artwork / Sculptures,On site water source  Rain collection system ( rain barrels  cisterns),Community Garden  Food Donation  Ornamental / Beautification,,Allotment  Collective,
Bridge Elementary School (Norman A.),3800 N New England,TRUE,Chicago IL,3800 N New England Chicago IL,41.9496522,-87.7989218,"[41.9496522,-87.7989218]",38,DUNNING,9,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
Canty Elementary School (Arthur E.),3740 N Panama Ave,TRUE,Chicago IL,3740 N Panama Ave Chicago IL,41.94795,-87.8297044,"[41.94795,-87.8297044]",38,DUNNING,9,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
Vaughn Occupational High School (Jacqueline B.),4355 N Linder Ave,TRUE,Chicago IL,4355 N Linder Ave Chicago IL,41.9603258,-87.7644175,"[41.9603258,-87.7644175]",38,PORTAGE PARK,12,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Thorp Scholastic Academy (O.A),6024 W Warwick Ave Chicago IL,FALSE,,6024 W Warwick Ave Chicago IL,41.9489549,-87.777859,"[41.9489549,-87.7778589999999]",38,DUNNING,12,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Drake Garden,4643 N Drake St,TRUE,Chicago IL,4643 N Drake St Chicago IL,41.966011,-87.716602,"[41.9660109999999,-87.716602]",33,ALBANY PARK,8,NeighborSpace,http://neighbor-space.org/2011/05/19/drake-garden/,Jewel Otten @ J-otten@sbcglobal.net,https://www.facebook.com/DrakeGardens?fref=ts,Greencorps Chicago  OpenLands  Chicago Botanic Garden,FALSE,FALSE,TRUE,TRUE,FALSE,Chicago Cares,,Compost System  Educational Signage  Seating Area,On site water source,Community Garden,TRUE,Collective,
Global Gardens Refugee Training Farm,2954 W Lawrence Ave  Chicago  IL 60625,FALSE,,2954 W Lawrence Ave  Chicago  IL 60625,41.9692255,-87.7034124,"[41.9692255,-87.7034123999999]",33,ALBANY PARK,12,City of Chicago,http://globalgardenfarm.weebly.com,,https://www.facebook.com/GlobalGardenCPH,NeighborSpace  Peterson Garden Project,TRUE,TRUE,TRUE,TRUE,FALSE,,Cold Tunnel  Hoop house,Compost System  Seating Area  Shed / Storage box  Teaching Area  Washing Area / Sinks,City Fire Hydrant,Community Garden  Urban Farm  Demo / Training / Program  Community Farm,TRUE,Allotment  Collective,
Turtle Park and Garden,4900 N Troy St,TRUE,Chicago IL,4900 N Troy St Chicago IL,41.970396,-87.7076013,"[41.970396,-87.7076013]",33,ALBANY PARK,12,NeighborSpace,http://neighbor-space.org/2011/05/20/turtle-park-and-garden/,,,,TRUE,TRUE,TRUE,,FALSE,,,Seating Area  Gazebo,On site water source,Community Garden  Ornamental / Beautification,,Unclear,
Hibbard Elementary School Garden (William G.),3244 W Ainslie St,TRUE,Chicago IL,3244 W Ainslie St Chicago IL,41.9708106,-87.7103283,"[41.9708106,-87.7103283]",33,ALBANY PARK,12,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Roosevelt High School (Theodore),3436 W Wilson,TRUE,Chicago IL,3436 W Wilson Chicago IL,41.9657658,-87.7141829,"[41.9657658,-87.7141829]",33,ALBANY PARK,8,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,Greenhouse,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
LaPointe Park,4741 N Manor Ave  Chicago  IL 60625  USA,FALSE,,4741 N Manor Ave  Chicago  IL 60625  USA,41.9679344,-87.7025587,"[41.9679344,-87.7025587]",33,ALBANY PARK,12,NeighborSpace,http://neighbor-space.org/2012/06/17/lapointe-park/,LaPointePark@gmail.com,,,,,,,,,,,,,TRUE,,
Peterson Garden Project,Lawrence and Sacramento Chicago Il 60625,FALSE,,Lawrence and Sacramento Chicago Il 60625,41.9685023,-87.7035717,"[41.9685023,-87.7035717]",33,ALBANY PARK,8,Nonprofit,petersongarden.org    globalgardenfarm.org,,,,TRUE,FALSE,TRUE,,FALSE,Grow to Give and Global Garden Refugee Training Farm,,Covered area,,Food Donation  Urban Farm  Community Garden  Demo / Training / Program,TRUE,Unclear,
Cleveland Elementary School Peace Garden (Grover),3121 W Byron,TRUE,Chicago IL,3121 W Byron Chicago IL,41.9516637,-87.7058692,"[41.9516637,-87.7058692]",33,IRVING PARK,8,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Concordia Child Care Center,3300 N Whipple St,TRUE,Chicago IL,3300 N Whipple St Chicago IL,41.9416944,-87.704436,"[41.9416944,-87.704436]",33,AVONDALE,8,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
Linne Elementary School (Carl von),3221 N Sacramento Ave,TRUE,Chicago IL,3221 N Sacramento Ave Chicago IL,41.9405199,-87.7024047,"[41.9405199,-87.7024047]",33,AVONDALE,8,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Lyon Elementary School (Mary),2941 N Mcvicker Ave,TRUE,Chicago IL,2941 N Mcvicker Ave Chicago IL,41.9337646,-87.7765639,"[41.9337646,-87.7765639]",30,CHICAGO,8,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
